img,ann,phase,split,fold
data/public/img/train/187533cd4b4e1a700e0e434f51789582.jpg,data/public/ann/train/187533cd4b4e1a700e0e434f51789582.png,public,train,4
data/public/img/train/190585b347274350af2a4ba2ed3ed48e.jpg,data/public/ann/train/190585b347274350af2a4ba2ed3ed48e.png,public,train,4
data/public/img/train/206264d202182306cc2c3f6c02b9a90c.jpg,data/public/ann/train/206264d202182306cc2c3f6c02b9a90c.png,public,train,2
data/public/img/train/218248edacdabe6d2436ebc1355215ee.jpg,data/public/ann/train/218248edacdabe6d2436ebc1355215ee.png,public,train,4
data/public/img/train/230103fd1bbe61e229cfa287a4209add.jpg,data/public/ann/train/230103fd1bbe61e229cfa287a4209add.png,public,train,2
data/public/img/train/242844e24022134f4ae5ecab344f91de.jpg,data/public/ann/train/242844e24022134f4ae5ecab344f91de.png,public,train,2
data/public/img/train/257946ae7757d50f1a0901033beb3d9d.jpg,data/public/ann/train/257946ae7757d50f1a0901033beb3d9d.png,public,train,4
data/public/img/train/271362a432ab2ef14167f05bebe888ef.jpg,data/public/ann/train/271362a432ab2ef14167f05bebe888ef.png,public,train,2
data/public/img/train/271491f38145f44518556ee8b89f0f00.jpg,data/public/ann/train/271491f38145f44518556ee8b89f0f00.png,public,train,0
data/public/img/train/285829d7b9c1ebc4382977f549fd2007.jpg,data/public/ann/train/285829d7b9c1ebc4382977f549fd2007.png,public,train,2
data/public/img/train/0298269eb5cc01952529b50a48b498ae.jpg,data/public/ann/train/0298269eb5cc01952529b50a48b498ae.png,public,train,4
data/public/img/train/303056ab1dcd9381506a4b9f97199e03.jpg,data/public/ann/train/303056ab1dcd9381506a4b9f97199e03.png,public,train,2
data/public/img/train/324281f2ae4afc53c4bb7150785f16de.jpg,data/public/ann/train/324281f2ae4afc53c4bb7150785f16de.png,public,train,3
data/public/img/train/329023da12649af48b2600220abca654.jpg,data/public/ann/train/329023da12649af48b2600220abca654.png,public,train,3
data/public/img/train/355406b99cfc2b40a7d5ba53a1de538d.jpg,data/public/ann/train/355406b99cfc2b40a7d5ba53a1de538d.png,public,train,3
data/public/img/train/385258b8295778ba4623a92e6c9a6428.jpg,data/public/ann/train/385258b8295778ba4623a92e6c9a6428.png,public,train,1
data/public/img/train/386085c337d08264048b372eb65eb451.jpg,data/public/ann/train/386085c337d08264048b372eb65eb451.png,public,train,4
data/public/img/train/402936b7aec06f6232179d88f99c91b7.jpg,data/public/ann/train/402936b7aec06f6232179d88f99c91b7.png,public,train,0
data/public/img/train/0419707ed676a450832b5c866f566396.jpg,data/public/ann/train/0419707ed676a450832b5c866f566396.png,public,train,1
data/public/img/train/429337aaecae571cbf5f39f59fc0f6b4.jpg,data/public/ann/train/429337aaecae571cbf5f39f59fc0f6b4.png,public,train,4
data/public/img/train/439336b9c4dcf5e2cf14d5af27b20fb3.jpg,data/public/ann/train/439336b9c4dcf5e2cf14d5af27b20fb3.png,public,train,1
data/public/img/train/440132b2ed8afb6d53c6034e9caf138d.jpg,data/public/ann/train/440132b2ed8afb6d53c6034e9caf138d.png,public,train,3
data/public/img/train/443015efdb2dceba0606430b2e554838.jpg,data/public/ann/train/443015efdb2dceba0606430b2e554838.png,public,train,0
data/public/img/train/454624acacb66f7abfa957b0bbf55dd3.jpg,data/public/ann/train/454624acacb66f7abfa957b0bbf55dd3.png,public,train,0
data/public/img/train/473029eb430fa6ad67a310b388d5b126.jpg,data/public/ann/train/473029eb430fa6ad67a310b388d5b126.png,public,train,3
data/public/img/train/495892dd4093be4ebbb3307b5e60a294.jpg,data/public/ann/train/495892dd4093be4ebbb3307b5e60a294.png,public,train,3
data/public/img/train/513034d5a30116d5a985280405139d9b.jpg,data/public/ann/train/513034d5a30116d5a985280405139d9b.png,public,train,2
data/public/img/train/533896ad24432d93175d606b75c0d218.jpg,data/public/ann/train/533896ad24432d93175d606b75c0d218.png,public,train,4
data/public/img/train/535860caa5fda7e20f3690836f146a6b.jpg,data/public/ann/train/535860caa5fda7e20f3690836f146a6b.png,public,train,3
data/public/img/train/550876f07538b57ffc085dd839195b32.jpg,data/public/ann/train/550876f07538b57ffc085dd839195b32.png,public,train,3
data/public/img/train/561234c9a65e10b146d4162c5834e641.jpg,data/public/ann/train/561234c9a65e10b146d4162c5834e641.png,public,train,1
data/public/img/train/569144b72a02b60633995fb80018e28d.jpg,data/public/ann/train/569144b72a02b60633995fb80018e28d.png,public,train,4
data/public/img/train/572558eecbabfe67e3a2a006a2164621.jpg,data/public/ann/train/572558eecbabfe67e3a2a006a2164621.png,public,train,4
data/public/img/train/574083d92e717eea9fe6043587351b74.jpg,data/public/ann/train/574083d92e717eea9fe6043587351b74.png,public,train,4
data/public/img/train/582162ca7c30e26fb32d9142d2b90b85.jpg,data/public/ann/train/582162ca7c30e26fb32d9142d2b90b85.png,public,train,4
data/public/img/train/592287a950f7a7d8ad4b6257c3933401.jpg,data/public/ann/train/592287a950f7a7d8ad4b6257c3933401.png,public,train,1
data/public/img/train/602397e5d2bd35d51e5a1638a632db6a.jpg,data/public/ann/train/602397e5d2bd35d51e5a1638a632db6a.png,public,train,2
data/public/img/train/611638fca16e182d6b541d9f527573b0.jpg,data/public/ann/train/611638fca16e182d6b541d9f527573b0.png,public,train,0
data/public/img/train/612064ebdc451baa26647bf556746c8f.jpg,data/public/ann/train/612064ebdc451baa26647bf556746c8f.png,public,train,0
data/public/img/train/619199e78ab519eb4b0e635dec290d04.jpg,data/public/ann/train/619199e78ab519eb4b0e635dec290d04.png,public,train,1
data/public/img/train/623157e54e5cbfb527dd68f5e780dc7a.jpg,data/public/ann/train/623157e54e5cbfb527dd68f5e780dc7a.png,public,train,0
data/public/img/train/636749af436975b8e1c2a1e7355b9aae.jpg,data/public/ann/train/636749af436975b8e1c2a1e7355b9aae.png,public,train,0
data/public/img/train/644465d6109d0a74e9d85a01b1f2730e.jpg,data/public/ann/train/644465d6109d0a74e9d85a01b1f2730e.png,public,train,1
data/public/img/train/656889adb13324b208ae7297dc59239d.jpg,data/public/ann/train/656889adb13324b208ae7297dc59239d.png,public,train,4
data/public/img/train/658509ed451504dc3f5a8b1c262d1f6f.jpg,data/public/ann/train/658509ed451504dc3f5a8b1c262d1f6f.png,public,train,3
data/public/img/train/662302cbd9f812e61a6ac585d2e06c27.jpg,data/public/ann/train/662302cbd9f812e61a6ac585d2e06c27.png,public,train,4
data/public/img/train/682990a97175abbc8cab0d236dd57e45.jpg,data/public/ann/train/682990a97175abbc8cab0d236dd57e45.png,public,train,4
data/public/img/train/709076ef8bf4febd19a87eacf2c571f2.jpg,data/public/ann/train/709076ef8bf4febd19a87eacf2c571f2.png,public,train,3
data/public/img/train/709414d71d6dfff41df2d87f5fd47e3a.jpg,data/public/ann/train/709414d71d6dfff41df2d87f5fd47e3a.png,public,train,3
data/public/img/train/717889aa0e3b669db588d9905d68bdf3.jpg,data/public/ann/train/717889aa0e3b669db588d9905d68bdf3.png,public,train,2
data/public/img/train/729806abc4240fc8cabc00f2228d1bd2.jpg,data/public/ann/train/729806abc4240fc8cabc00f2228d1bd2.png,public,train,3
data/public/img/train/733992a51a7abbb6732ba187b8a524d9.jpg,data/public/ann/train/733992a51a7abbb6732ba187b8a524d9.png,public,train,1
data/public/img/train/743715f59bfd095b1c099eb2cd367fc4.jpg,data/public/ann/train/743715f59bfd095b1c099eb2cd367fc4.png,public,train,2
data/public/img/train/749604fa59be840c17b809c66c7ad604.jpg,data/public/ann/train/749604fa59be840c17b809c66c7ad604.png,public,train,0
data/public/img/train/776678c3f5d6e891cf010d571b983293.jpg,data/public/ann/train/776678c3f5d6e891cf010d571b983293.png,public,train,0
data/public/img/train/798771c74d9aa76a5b1ce2a8a58ddfee.jpg,data/public/ann/train/798771c74d9aa76a5b1ce2a8a58ddfee.png,public,train,1
data/public/img/train/817702d2041e5de9e9c4acc8c674b8cd.jpg,data/public/ann/train/817702d2041e5de9e9c4acc8c674b8cd.png,public,train,3
data/public/img/train/818010c143ff3a84e40d4732b1a6493e.jpg,data/public/ann/train/818010c143ff3a84e40d4732b1a6493e.png,public,train,2
data/public/img/train/832548d6b5e305503a60fd20f994b24b.jpg,data/public/ann/train/832548d6b5e305503a60fd20f994b24b.png,public,train,4
data/public/img/train/852545b7e2593ca15933be503a47aa4c.jpg,data/public/ann/train/852545b7e2593ca15933be503a47aa4c.png,public,train,0
data/public/img/train/905609aa1c45bd31274f92bb384f8b64.jpg,data/public/ann/train/905609aa1c45bd31274f92bb384f8b64.png,public,train,4
data/public/img/train/919462d7323abf34a2d5066f7b5e5a07.jpg,data/public/ann/train/919462d7323abf34a2d5066f7b5e5a07.png,public,train,2
data/public/img/train/935127cfb4e78922f3f660e4442eac4e.jpg,data/public/ann/train/935127cfb4e78922f3f660e4442eac4e.png,public,train,3
data/public/img/train/935669d0c6eccef0f7a42cf1d604d0fa.jpg,data/public/ann/train/935669d0c6eccef0f7a42cf1d604d0fa.png,public,train,1
data/public/img/train/943451e2e2caf2d6dc76c2fe081e7882.jpg,data/public/ann/train/943451e2e2caf2d6dc76c2fe081e7882.png,public,train,1
data/public/img/train/962882bc28fef62f14e10c8f62ce74b0.jpg,data/public/ann/train/962882bc28fef62f14e10c8f62ce74b0.png,public,train,0
data/public/img/train/972923c71800f78bcadbf5f1e626547c.jpg,data/public/ann/train/972923c71800f78bcadbf5f1e626547c.png,public,train,0
data/public/img/train/0978295a5db3f4f1cb5d9ee3e1caa4f6.jpg,data/public/ann/train/0978295a5db3f4f1cb5d9ee3e1caa4f6.png,public,train,4
data/public/img/train/1009985a0848a58812b210e45d41270c.jpg,data/public/ann/train/1009985a0848a58812b210e45d41270c.png,public,train,3
data/public/img/train/1029061e0098c27511efddfbe7aeaca7.jpg,data/public/ann/train/1029061e0098c27511efddfbe7aeaca7.png,public,train,2
data/public/img/train/1040860fbb10538ef5080f70c6d1ed3c.jpg,data/public/ann/train/1040860fbb10538ef5080f70c6d1ed3c.png,public,train,1
data/public/img/train/1560965db6baef9b48d645acf866e2ef.jpg,data/public/ann/train/1560965db6baef9b48d645acf866e2ef.png,public,train,3
data/public/img/train/1641131dedc8add5d2857407eb6d19b5.jpg,data/public/ann/train/1641131dedc8add5d2857407eb6d19b5.png,public,train,4
data/public/img/train/1733146b7f791d07cb43018113d75e7f.jpg,data/public/ann/train/1733146b7f791d07cb43018113d75e7f.png,public,train,1
data/public/img/train/2241306ddfee11eae69ba9e205f3e7c4.jpg,data/public/ann/train/2241306ddfee11eae69ba9e205f3e7c4.png,public,train,2
data/public/img/train/2263182bc875f4dedc0a80cab8b447c8.jpg,data/public/ann/train/2263182bc875f4dedc0a80cab8b447c8.png,public,train,0
data/public/img/train/2874958b6d74d2e8cd1df8eac1192944.jpg,data/public/ann/train/2874958b6d74d2e8cd1df8eac1192944.png,public,train,0
data/public/img/train/2948865ea9fabc6a89e91dd84818746f.jpg,data/public/ann/train/2948865ea9fabc6a89e91dd84818746f.png,public,train,3
data/public/img/train/3041974bc152217c8cbddd3b7195c47c.jpg,data/public/ann/train/3041974bc152217c8cbddd3b7195c47c.png,public,train,2
data/public/img/train/3910284e795f8797f5dc9bdfff9863ac.jpg,data/public/ann/train/3910284e795f8797f5dc9bdfff9863ac.png,public,train,4
data/public/img/train/3957334edd57a86c7d88b40d8438e17b.jpg,data/public/ann/train/3957334edd57a86c7d88b40d8438e17b.png,public,train,4
data/public/img/train/04041041f424a1ef1eabdda8d424650e.jpg,data/public/ann/train/04041041f424a1ef1eabdda8d424650e.png,public,train,1
data/public/img/train/4151152d2769e517a80a5a31e5c4b372.jpg,data/public/ann/train/4151152d2769e517a80a5a31e5c4b372.png,public,train,1
data/public/img/train/4189836c727c3f0177796e5b8bd10f22.jpg,data/public/ann/train/4189836c727c3f0177796e5b8bd10f22.png,public,train,3
data/public/img/train/4706367f86f503e68e6a939c89aa133c.jpg,data/public/ann/train/4706367f86f503e68e6a939c89aa133c.png,public,train,4
data/public/img/train/4887581e25cf72898aff96b11acbfc80.jpg,data/public/ann/train/4887581e25cf72898aff96b11acbfc80.png,public,train,0
data/public/img/train/5119682d69a00125accbce7f0977963d.jpg,data/public/ann/train/5119682d69a00125accbce7f0977963d.png,public,train,4
data/public/img/train/5186872ed4396670f690156a3bc0358b.jpg,data/public/ann/train/5186872ed4396670f690156a3bc0358b.png,public,train,2
data/public/img/train/5248470ecfaa127e35dbff7115bbc72d.jpg,data/public/ann/train/5248470ecfaa127e35dbff7115bbc72d.png,public,train,0
data/public/img/train/05261999b826f660dc0ffe08f89ab160.jpg,data/public/ann/train/05261999b826f660dc0ffe08f89ab160.png,public,train,4
data/public/img/train/5488380f2e2888630f46d1c1bb1decd8.jpg,data/public/ann/train/5488380f2e2888630f46d1c1bb1decd8.png,public,train,1
data/public/img/train/05623866bdbdd3377ccebdf6dbd8da39.jpg,data/public/ann/train/05623866bdbdd3377ccebdf6dbd8da39.png,public,train,1
data/public/img/train/5971068f48f01363ee045ac260a60426.jpg,data/public/ann/train/5971068f48f01363ee045ac260a60426.png,public,train,1
data/public/img/train/6145824a965a1bea8434f7e0f9ddb594.jpg,data/public/ann/train/6145824a965a1bea8434f7e0f9ddb594.png,public,train,3
data/public/img/train/6325704c253e78fcd52e4dcef280b715.jpg,data/public/ann/train/6325704c253e78fcd52e4dcef280b715.png,public,train,1
data/public/img/train/06378120d0467c9215dc8a1a68348d86.jpg,data/public/ann/train/06378120d0467c9215dc8a1a68348d86.png,public,train,4
data/public/img/train/6409640fe7707bae720746024ac58628.jpg,data/public/ann/train/6409640fe7707bae720746024ac58628.png,public,train,1
data/public/img/train/6644847a46a23bfa4e5ddef2e0addf5c.jpg,data/public/ann/train/6644847a46a23bfa4e5ddef2e0addf5c.png,public,train,3
data/public/img/train/6911288f69c92e2875d04d8b818b8aff.jpg,data/public/ann/train/6911288f69c92e2875d04d8b818b8aff.png,public,train,4
data/public/img/train/7064948d37b22ddc0aedf3b7f45cf652.jpg,data/public/ann/train/7064948d37b22ddc0aedf3b7f45cf652.png,public,train,4
data/public/img/train/7441987f022e2ec95169cfdbf55e8172.jpg,data/public/ann/train/7441987f022e2ec95169cfdbf55e8172.png,public,train,4
data/public/img/train/7457456d01cac67b045e06d3ad35f9d1.jpg,data/public/ann/train/7457456d01cac67b045e06d3ad35f9d1.png,public,train,0
data/public/img/train/7634648e08133da9af5ffdf0367d9cc8.jpg,data/public/ann/train/7634648e08133da9af5ffdf0367d9cc8.png,public,train,1
data/public/img/train/7638443b12c4f7dd9d7c33edb2c7c762.jpg,data/public/ann/train/7638443b12c4f7dd9d7c33edb2c7c762.png,public,train,3
data/public/img/train/7858832c6b3499f07adad3fc09608f0b.jpg,data/public/ann/train/7858832c6b3499f07adad3fc09608f0b.png,public,train,4
data/public/img/train/7871418ffc5f5a4c6c51f5d48cb13c9b.jpg,data/public/ann/train/7871418ffc5f5a4c6c51f5d48cb13c9b.png,public,train,2
data/public/img/train/7984885a4d92dee62be77ebcde0f5d69.jpg,data/public/ann/train/7984885a4d92dee62be77ebcde0f5d69.png,public,train,2
data/public/img/train/8208252a90532db82d8074071449a912.jpg,data/public/ann/train/8208252a90532db82d8074071449a912.png,public,train,1
data/public/img/train/8484831ce92888b546bf1e0608f64cad.jpg,data/public/ann/train/8484831ce92888b546bf1e0608f64cad.png,public,train,3
data/public/img/train/08487515ddf4e46780f7906b6037a66d.jpg,data/public/ann/train/08487515ddf4e46780f7906b6037a66d.png,public,train,3
data/public/img/train/8568542aa4f461523d227defba0f6ad8.jpg,data/public/ann/train/8568542aa4f461523d227defba0f6ad8.png,public,train,2
data/public/img/train/8840854c94485100c15983f79f4c60e1.jpg,data/public/ann/train/8840854c94485100c15983f79f4c60e1.png,public,train,2
data/public/img/train/8931441ee2a0bc252a8e2515ad2e5cca.jpg,data/public/ann/train/8931441ee2a0bc252a8e2515ad2e5cca.png,public,train,1
data/public/img/train/8978857f110f6dd0566f6f5eac4e25bb.jpg,data/public/ann/train/8978857f110f6dd0566f6f5eac4e25bb.png,public,train,3
data/public/img/train/9232446d0d509890868dc1c5a2a67c6b.jpg,data/public/ann/train/9232446d0d509890868dc1c5a2a67c6b.png,public,train,3
data/public/img/train/9520399e1e4163dfd0941950822e2574.jpg,data/public/ann/train/9520399e1e4163dfd0941950822e2574.png,public,train,0
data/public/img/train/9599169d99fdfbc4afb2b60108ec9e81.jpg,data/public/ann/train/9599169d99fdfbc4afb2b60108ec9e81.png,public,train,3
data/public/img/train/9740348d3c76f46809320c91c19ffc97.jpg,data/public/ann/train/9740348d3c76f46809320c91c19ffc97.png,public,train,0
data/public/img/train/9872354e29f0008aca8f00145055bd24.jpg,data/public/ann/train/9872354e29f0008aca8f00145055bd24.png,public,train,4
data/public/img/train/9975032f0b7de8263429689a8be80db2.jpg,data/public/ann/train/9975032f0b7de8263429689a8be80db2.png,public,train,2
data/public/img/train/13414525f1007d3d31dd8ef9113332dd.jpg,data/public/ann/train/13414525f1007d3d31dd8ef9113332dd.png,public,train,2
data/public/img/train/14382973f88fe4cc469bfaa7110a7d77.jpg,data/public/ann/train/14382973f88fe4cc469bfaa7110a7d77.png,public,train,3
data/public/img/train/16083529b34fc3d281b0e1a06cca6a87.jpg,data/public/ann/train/16083529b34fc3d281b0e1a06cca6a87.png,public,train,0
data/public/img/train/17231800c7edc6ff8118928219408548.jpg,data/public/ann/train/17231800c7edc6ff8118928219408548.png,public,train,1
data/public/img/train/19116950d5eac96fa967fec00e0c914f.jpg,data/public/ann/train/19116950d5eac96fa967fec00e0c914f.png,public,train,4
data/public/img/train/20552261fb90cdf0faf2a847884b7fda.jpg,data/public/ann/train/20552261fb90cdf0faf2a847884b7fda.png,public,train,1
data/public/img/train/27187150cdb8d92e091a2e8be92722c2.jpg,data/public/ann/train/27187150cdb8d92e091a2e8be92722c2.png,public,train,3
data/public/img/train/027229924e75cadf195b6c0eeefa86d5.jpg,data/public/ann/train/027229924e75cadf195b6c0eeefa86d5.png,public,train,4
data/public/img/train/28316384e5bff4d4a7e262b38f4173b3.jpg,data/public/ann/train/28316384e5bff4d4a7e262b38f4173b3.png,public,train,3
data/public/img/train/32228169d30419aeef2327cef562a88d.jpg,data/public/ann/train/32228169d30419aeef2327cef562a88d.png,public,train,1
data/public/img/train/35437410f89936e594073755548fb578.jpg,data/public/ann/train/35437410f89936e594073755548fb578.png,public,train,0
data/public/img/train/41619615b71ed784559b0e609ea5b93d.jpg,data/public/ann/train/41619615b71ed784559b0e609ea5b93d.png,public,train,4
data/public/img/train/43627877c69702e52b50e7d2677d6442.jpg,data/public/ann/train/43627877c69702e52b50e7d2677d6442.png,public,train,4
data/public/img/train/43915311c01b315d901d0c6a975456de.jpg,data/public/ann/train/43915311c01b315d901d0c6a975456de.png,public,train,0
data/public/img/train/44778203a563a321411a56ef11178ca3.jpg,data/public/ann/train/44778203a563a321411a56ef11178ca3.png,public,train,1
data/public/img/train/46962500c50f59b98548f28798aebf98.jpg,data/public/ann/train/46962500c50f59b98548f28798aebf98.png,public,train,2
data/public/img/train/48691704a37517db8957d9221e99e3ee.jpg,data/public/ann/train/48691704a37517db8957d9221e99e3ee.png,public,train,1
data/public/img/train/51024669f0d48b5d99337008b87de7ff.jpg,data/public/ann/train/51024669f0d48b5d99337008b87de7ff.png,public,train,2
data/public/img/train/55032078bd5786d50a9d235b7305737a.jpg,data/public/ann/train/55032078bd5786d50a9d235b7305737a.png,public,train,0
data/public/img/train/56689682fe8ef908720866605285fdaa.jpg,data/public/ann/train/56689682fe8ef908720866605285fdaa.png,public,train,1
data/public/img/train/60057111d8cf460b307c44d0f322f88a.jpg,data/public/ann/train/60057111d8cf460b307c44d0f322f88a.png,public,train,1
data/public/img/train/65770538c3b2f61af06ac584f5a9e872.jpg,data/public/ann/train/65770538c3b2f61af06ac584f5a9e872.png,public,train,2
data/public/img/train/65819274c659dacb3e97ee93f26fead9.jpg,data/public/ann/train/65819274c659dacb3e97ee93f26fead9.png,public,train,2
data/public/img/train/66310052e8f0096fa6704a959825a7c0.jpg,data/public/ann/train/66310052e8f0096fa6704a959825a7c0.png,public,train,0
data/public/img/train/067496381bb92538994eb03883f2d556.jpg,data/public/ann/train/067496381bb92538994eb03883f2d556.png,public,train,3
data/public/img/train/74266135c9e01a8d60751da97a29b473.jpg,data/public/ann/train/74266135c9e01a8d60751da97a29b473.png,public,train,2
data/public/img/train/74283555e5332cc6ed3514ddd20bbc7f.jpg,data/public/ann/train/74283555e5332cc6ed3514ddd20bbc7f.png,public,train,1
data/public/img/train/76487332c49c2176e227b85ff7bdd28a.jpg,data/public/ann/train/76487332c49c2176e227b85ff7bdd28a.png,public,train,1
data/public/img/train/083135149b4771c8ecce5bcbcb99360d.jpg,data/public/ann/train/083135149b4771c8ecce5bcbcb99360d.png,public,train,0
data/public/img/train/84828730bd2631690061b96b3518f375.jpg,data/public/ann/train/84828730bd2631690061b96b3518f375.png,public,train,2
data/public/img/train/87213109c92cf5e20546a2cb988a7eba.jpg,data/public/ann/train/87213109c92cf5e20546a2cb988a7eba.png,public,train,0
data/public/img/train/91839050a3526875acb24407b1a126fb.jpg,data/public/ann/train/91839050a3526875acb24407b1a126fb.png,public,train,3
data/public/img/train/92783683f097aabc9ca8f0983e5cc5b6.jpg,data/public/ann/train/92783683f097aabc9ca8f0983e5cc5b6.png,public,train,4
data/public/img/train/92804630de4d34b8e4991cb2148e1350.jpg,data/public/ann/train/92804630de4d34b8e4991cb2148e1350.png,public,train,2
data/public/img/train/97492443e22d442248b277e3de3d28f6.jpg,data/public/ann/train/97492443e22d442248b277e3de3d28f6.png,public,train,4
data/public/img/train/98993400f70a23bbcbeb562b808524d1.jpg,data/public/ann/train/98993400f70a23bbcbeb562b808524d1.png,public,train,3
data/public/img/train/99531910fb14fb0359663684c351348c.jpg,data/public/ann/train/99531910fb14fb0359663684c351348c.png,public,train,1
data/public/img/train/102542713ca7e6057ea0cc2406406ee1.jpg,data/public/ann/train/102542713ca7e6057ea0cc2406406ee1.png,public,train,4
data/public/img/train/138540720a7ff29ad2f15c4006dd6e38.jpg,data/public/ann/train/138540720a7ff29ad2f15c4006dd6e38.png,public,train,1
data/public/img/train/183969996e534d62156f2d8e76d7194f.jpg,data/public/ann/train/183969996e534d62156f2d8e76d7194f.png,public,train,2
data/public/img/train/311515548cebe574335ab598bc3c60c4.jpg,data/public/ann/train/311515548cebe574335ab598bc3c60c4.png,public,train,0
data/public/img/train/351637195c2703fca72c976e3bea3bf8.jpg,data/public/ann/train/351637195c2703fca72c976e3bea3bf8.png,public,train,1
data/public/img/train/381871677b4aea694711d3047edbfa4b.jpg,data/public/ann/train/381871677b4aea694711d3047edbfa4b.png,public,train,2
data/public/img/train/445158189ba917e2001c43ded2c6d612.jpg,data/public/ann/train/445158189ba917e2001c43ded2c6d612.png,public,train,0
data/public/img/train/446416563c8cbbf06f8d48c41081f4c8.jpg,data/public/ann/train/446416563c8cbbf06f8d48c41081f4c8.png,public,train,2
data/public/img/train/587311556c1ef4538b25c9fae052d4a1.jpg,data/public/ann/train/587311556c1ef4538b25c9fae052d4a1.png,public,train,2
data/public/img/train/748292674de073a3cb67c247b94f3312.jpg,data/public/ann/train/748292674de073a3cb67c247b94f3312.png,public,train,4
data/public/img/train/756879103d05c9fb1b80ccff3013dddf.jpg,data/public/ann/train/756879103d05c9fb1b80ccff3013dddf.png,public,train,3
data/public/img/train/778631460de55d173d26de673d15b058.jpg,data/public/ann/train/778631460de55d173d26de673d15b058.png,public,train,0
data/public/img/train/882014635dd6afb518a6e02a6acc6b44.jpg,data/public/ann/train/882014635dd6afb518a6e02a6acc6b44.png,public,train,2
data/public/img/train/906796437e91c6b646a900d4c71b33d0.jpg,data/public/ann/train/906796437e91c6b646a900d4c71b33d0.png,public,train,1
data/public/img/train/970034149bdce5d0f62a8b5a29b2ccdb.jpg,data/public/ann/train/970034149bdce5d0f62a8b5a29b2ccdb.png,public,train,4
data/public/img/train/1207160172fe77d273901c68fdf671de.jpg,data/public/ann/train/1207160172fe77d273901c68fdf671de.png,public,train,0
data/public/img/train/1437611885f2530187c70951a2eb1d50.jpg,data/public/ann/train/1437611885f2530187c70951a2eb1d50.png,public,train,3
data/public/img/train/1617377227c08617d2f78593bb6a2844.jpg,data/public/ann/train/1617377227c08617d2f78593bb6a2844.png,public,train,3
data/public/img/train/03846402790f0b07c4728f16e41e5711.jpg,data/public/ann/train/03846402790f0b07c4728f16e41e5711.png,public,train,4
data/public/img/train/04109444014c76e11311644ed1246736.jpg,data/public/ann/train/04109444014c76e11311644ed1246736.png,public,train,3
data/public/img/train/4841902627d379856ed073d190d84b85.jpg,data/public/ann/train/4841902627d379856ed073d190d84b85.png,public,train,4
data/public/img/train/5269714722e1c292d38a24378a772d2b.jpg,data/public/ann/train/5269714722e1c292d38a24378a772d2b.png,public,train,3
data/public/img/train/5419945247bf3150c589009cc22e0d9e.jpg,data/public/ann/train/5419945247bf3150c589009cc22e0d9e.png,public,train,1
data/public/img/train/5937423357e214ee633b66395de78974.jpg,data/public/ann/train/5937423357e214ee633b66395de78974.png,public,train,1
data/public/img/train/6115940493fa1664486811cbf8e38a5f.jpg,data/public/ann/train/6115940493fa1664486811cbf8e38a5f.png,public,train,3
data/public/img/train/8292132701cdc2f98fa31ec52ea8612d.jpg,data/public/ann/train/8292132701cdc2f98fa31ec52ea8612d.png,public,train,3
data/public/img/train/9281083456e9d27e98d391b820283ccb.jpg,data/public/ann/train/9281083456e9d27e98d391b820283ccb.png,public,train,1
data/public/img/train/9409581848fd5ebd4310e1cbb8643984.jpg,data/public/ann/train/9409581848fd5ebd4310e1cbb8643984.png,public,train,2
data/public/img/train/11783044222a58e3be7e737042aa7e79.jpg,data/public/ann/train/11783044222a58e3be7e737042aa7e79.png,public,train,2
data/public/img/train/34541149803fe0892edf16d305f62c03.jpg,data/public/ann/train/34541149803fe0892edf16d305f62c03.png,public,train,2
data/public/img/train/38627382915cc75678ff03b28f23ea91.jpg,data/public/ann/train/38627382915cc75678ff03b28f23ea91.png,public,train,4
data/public/img/train/42444605597d39bb2a29bebc59524f02.jpg,data/public/ann/train/42444605597d39bb2a29bebc59524f02.png,public,train,1
data/public/img/train/51497951065b6362815f11b82f084905.jpg,data/public/ann/train/51497951065b6362815f11b82f084905.png,public,train,3
data/public/img/train/70097908591e6d11fa06f3ea19704456.jpg,data/public/ann/train/70097908591e6d11fa06f3ea19704456.png,public,train,3
data/public/img/train/074304259746bd400b3605a148580acc.jpg,data/public/ann/train/074304259746bd400b3605a148580acc.png,public,train,4
data/public/img/train/77092533925d38078d815e1e4776c187.jpg,data/public/ann/train/77092533925d38078d815e1e4776c187.png,public,train,2
data/public/img/train/83683015979b26758ec1b3de5a69840c.jpg,data/public/ann/train/83683015979b26758ec1b3de5a69840c.png,public,train,2
data/public/img/train/127439506896e75865589b8331fcd8bb.jpg,data/public/ann/train/127439506896e75865589b8331fcd8bb.png,public,train,1
data/public/img/train/194760005405c222d508e00cd68de915.jpg,data/public/ann/train/194760005405c222d508e00cd68de915.png,public,train,4
data/public/img/train/231000094361d97c7f9bf5695b8bffc5.jpg,data/public/ann/train/231000094361d97c7f9bf5695b8bffc5.png,public,train,2
data/public/img/train/314156770549da1a0f11713e28d41de8.jpg,data/public/ann/train/314156770549da1a0f11713e28d41de8.png,public,train,2
data/public/img/train/674198989425b57e8b3739d8f66f13d0.jpg,data/public/ann/train/674198989425b57e8b3739d8f66f13d0.png,public,train,3
data/public/img/train/685417902555a72942b527d0c12f82c5.jpg,data/public/ann/train/685417902555a72942b527d0c12f82c5.png,public,train,2
data/public/img/train/953070094085f8c35ec9c45e56e30dbf.jpg,data/public/ann/train/953070094085f8c35ec9c45e56e30dbf.png,public,train,4
